userName,userImage,score,date,text
"Mirdu Mirdula",https://play-lh.googleusercontent.com/a/AGNmyxb65PGeSJB8XbQiJSnO_DlvDHnCGjYD_w0-dtbo=mo,3,2023-04-10T19:58:18.194Z,"Nice"
"Vijay Koselea",https://play-lh.googleusercontent.com/a-/ACB-R5QBTjQGW2OM4z5pB02BDrmPRofPwlPGqevipnXc,5,2023-04-10T18:26:28.179Z,"It is so nice"
"Muneezah Hashmi",https://play-lh.googleusercontent.com/a/AGNmyxZ3xUwNbRkLRtSS9zUyODVoifLkUMzo1cq_7wH0=mo,5,2023-04-10T17:38:09.334Z,"Best App Ever the biggest thing is zodiac feature"
"Princess roopa",https://play-lh.googleusercontent.com/a-/ACB-R5Sl_noFR4utHe324XlyxHcvXG9Jungf7RHr5HVnMQ,5,2023-04-10T17:07:25.618Z,"I love you❤"
"Amazh Mhamad",https://play-lh.googleusercontent.com/a/AGNmyxa4x9k8nJkjc5PEXUCyABSeBwJNO2H2o3EOWcnW=mo,5,2023-04-10T16:59:23.489Z,"5 stars it's nice"
"Yuly Cruz",https://play-lh.googleusercontent.com/a-/ACB-R5RcIFsakx75Vo260_uISzok8v5X2aXH85mniBEW6Q,5,2023-04-10T16:46:55.715Z,"I love the app Besarse is real what"
"Janhavi Dighe",https://play-lh.googleusercontent.com/a-/ACB-R5RW519Q7o-BEMBT2bsvVbMyrjCO8R28AwQopjRrvQ,5,2023-04-10T16:05:40.354Z,"Nice"
"Shahiedah Safodien",https://play-lh.googleusercontent.com/a/AGNmyxa-RhRNJSQir_EBer6C639b_0FOshie0eMYAerW=mo,5,2023-04-10T15:39:36.273Z,"Sggguglllhlfffljgggiglsjlgsutltsgvjjggkhk cc. Ooohx😱🤣👩‍❤️‍💋‍👩👩‍❤️‍💋‍👨🐎🤣👩‍❤️‍💋‍👨😃😱❤️🐶❤️🐶😂🐶💎🙈👹🌞🙊🙊🙉🙉🙊🙊🙊🙉 udohdgkdhkbxkgggtkgkytoootttwiiitsjjsjgggsitsjjjgvxkkdogdkgggogskkkvvxmbxjgtjsyklykyxdkh to Allah skhhhxkkgggkdlhdmhhmmhkhdlhkhdkhhkdky jlllldjgjgiyeyidkhckhkhxkhkhukxhxxkhxhkhkxhjlclhchldhkhkoyyo khdohhhdiiyyor I I eiyyyeiyyyiyri I ryeiyyy you doing today I yetsigggdgsjggjzngzjgngzgnxmhhhxdgnzngznnz.vbmbxmbxbbmbmmmn m. Clhhxmhhhdkgggdkkhhiltpii 8tydoydkhk mehnaz."
"Farrukh Munir",https://play-lh.googleusercontent.com/a/AGNmyxYIV0wOJ73g-QilwJdU5oVohHFdG7unOzinpz__=mo,4,2023-04-10T14:59:51.408Z,"This game is really amazing😍😍"
"JOSEPHINE MAWANDA",https://play-lh.googleusercontent.com/a-/ACB-R5RuJLLyqGGmB3Ys0-D7ihBWzYYjZYGebQnTQNrqFx8,1,2023-04-10T14:21:58.310Z,"Nice"
"Selva Raj",https://play-lh.googleusercontent.com/a-/ACB-R5QblFDptAZuO4-jBeX0-kaHfwRmL-9BmpZ1OKQL4A,5,2023-04-10T13:55:51.679Z,"I love this game so much"
"Vanita S",https://play-lh.googleusercontent.com/a/AGNmyxZ7N8GbdqtSVk1dvVWgIZkTc7cwHE3RN-jTaLyH=mo,5,2023-04-10T13:32:46.324Z,"It is an amazing app to play. ✨️It is fun✨️"
"Ranjan Ranjan kumar udabar",https://play-lh.googleusercontent.com/a/AGNmyxaG-CUb8Q2BkCRac6gN2QezdZrMOcbmFvWfKsFR=mo,4,2023-04-10T13:28:37.274Z,"Nice app"
"Nya Nyan",https://play-lh.googleusercontent.com/a/AGNmyxY1PuT03iTkV3_2qHjby0eOBiFuBf1wRIDNmply=mo,5,2023-04-10T12:14:45.482Z,"I love this because it has so many games and they ask questions"
"Nadia BakBak",https://play-lh.googleusercontent.com/a/AGNmyxbS1TqeTbYEOvpgl0Uovx4tl5ui831tZGms9dz8=mo,5,2023-04-10T12:10:22.610Z,"i like it"
"Mahbubor Rahman",https://play-lh.googleusercontent.com/a/AGNmyxbQU6RmdBrvZP43kD_DS1eR--viKJA3Zw4RJOMb=mo,5,2023-04-10T11:48:06.467Z,"Nice 💝🦋🇧🇩🖤💜"
"Aneyssa-Aniya Miller",https://play-lh.googleusercontent.com/a/AGNmyxajZ1zilXcgWf_DdNIQec0stVfVy36CJhIvBjoq=mo,5,2023-04-10T11:40:23.984Z,"I helped me a lot and my fake friends are notmy friends anymore. Because they always hit me"
"123 Asd",https://play-lh.googleusercontent.com/a/AGNmyxbYc4pMrjUv2sAA2vClb4voQEdsRAwKdVojXX07=mo,5,2023-04-10T11:25:11.427Z,"This is one of my favourite games. Recommend.😁"
"Aatika Farooqui",https://play-lh.googleusercontent.com/a-/ACB-R5QyPAzYX6lBHPi1xUz7yu9EfwUzwZSCJAiF6Lea,1,2023-04-10T10:01:23.355Z,"Um... can you remove crush test. Astugfulilah."
"Irebe Delicia",https://play-lh.googleusercontent.com/a-/ACB-R5TXaOr_uUDCRr0Jm6YAXq-6miHT9H6KKfBR1FuX,5,2023-04-10T09:39:28.138Z,"Wow"
"Nushi Kloe",https://play-lh.googleusercontent.com/a/AGNmyxZ57eq4PIKPSlW1uCUCjFkA6bFEydjPQdR_EwEt=mo,5,2023-04-10T09:23:00.826Z,"This is the best app ever. I found out soo much about myself i give it 5 stars tolltally recommend. I LOVE ITTT"
"Ommi Deepthi",https://play-lh.googleusercontent.com/a/AGNmyxb5AC04k_zNGbPR0U8o9uFV4-n3hqrBGJDv5RXc=mo,5,2023-04-10T08:13:31.677Z,"Nice"
"Julie Mooken",https://play-lh.googleusercontent.com/a-/ACB-R5QCl4hSfOQ5f2CjehCWFZMk1tnfaVmo-vKHS0a6RQ,5,2023-04-10T08:13:07.518Z,"I just love this app"
"Tamizharasi",https://play-lh.googleusercontent.com/a/AGNmyxbQUX_Ti2H0jcblbNCSKrLAnGkR-4FXK7IZ8clX=mo,1,2023-04-10T07:27:58.606Z,"Its fun"
"Tomo",https://play-lh.googleusercontent.com/a-/ACB-R5SjlX7xb2OfoS1Z0_3xfZfwRVGT6LJF7MMUK3g,1,2023-04-10T05:35:29.311Z,"Im so excited ❤️❤️"
"Joydev Kuila",https://play-lh.googleusercontent.com/a/AGNmyxawn0RC9EXsvEM3yqRYIdNJ1IEViab37Lk6SOmg=mo,4,2023-04-10T05:24:06.838Z,"This is sooo amazing"
"Riddhi & Siddhi Ghadge std 5.Div-F. Roll no 04-05",https://play-lh.googleusercontent.com/a-/ACB-R5QsYlfXsXvVZ59xM9h9wNmyhGngT1zzuv6pGutH_A,4,2023-04-10T02:37:34.224Z,"Such a nice game i just want to play it in a sec nice 🎮🙂👍"
"Aparna Tyagi",https://play-lh.googleusercontent.com/a/AGNmyxaUntoVOsTpVr1hFQ8t9ln99vXnHCPbRSWA6L-3gw=mo,5,2023-04-09T17:50:40.661Z,"This is very nice game ever to see how much or how many we love things 💝"
"Kearra Lee",https://play-lh.googleusercontent.com/a/AGNmyxbHEjZ4fd94_23dQnAbtqHnlDkhXOT0Kt0T7DVq=mo,5,2023-04-09T17:37:31.522Z,"Had 2 unfriend some ppl but I like it"
"Tela",https://play-lh.googleusercontent.com/a/AGNmyxbmHMxxD-IJ5MVPLS2I5p4GinN8lSj-tRzQak7P=mo,5,2023-04-09T17:31:50.473Z,"It's to see if you have a real Friend"
