id,userName,userImage,score,scoreText,date,url,text,replyDate,replyText,version,thumbsUp
"e4bff5bd-2cf5-4075-9a15-97fb3c2a4d7d","Carlos Mata","https://play-lh.googleusercontent.com/a-/ACB-R5Q3Hf0lsOnsisfSknE3oJcUUZlrixbrFHhUtE6EQQ",5,"5","2023-02-04T19:16:04.153Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=e4bff5bd-2cf5-4075-9a15-97fb3c2a4d7d","Good game","N/A","N/A","1.1.5",0
"98a8f72a-907b-4b70-b45d-ed45968b9c86","Sujata Gurav","https://play-lh.googleusercontent.com/a/AGNmyxZbjqHPSpgYTcY1fQt7gLYAHixLrpMRAp0S_2Dj=mo",5,"5","2023-02-04T10:43:25.341Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=98a8f72a-907b-4b70-b45d-ed45968b9c86","Op","N/A","N/A","1.1.5",0
"3f0758d5-a58b-4afb-804a-12b6f3534643","Cody Carneal","https://play-lh.googleusercontent.com/a/AGNmyxbn1FZIAt3Q85kXtPYsjysXUPd_0dBhxYI5oF9q=mo",5,"5","2023-01-30T01:06:02.420Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=3f0758d5-a58b-4afb-804a-12b6f3534643","Good","N/A","N/A","1.1.5",0
"e3ef9283-56f9-4b3d-9e7d-c8f00c82664e","Evan Tan","https://play-lh.googleusercontent.com/a/AGNmyxbe2LyElZnb9N276hd7PsfBqeSUwxhcciKJoSvz=mo",5,"5","2023-01-22T08:02:04.754Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=e3ef9283-56f9-4b3d-9e7d-c8f00c82664e","Good","N/A","N/A","1.1.5",0
"88514159-2f2c-45bc-aac5-f4166a3770b8","Elizabeth Donnelly","https://play-lh.googleusercontent.com/a/AGNmyxZUbOYbtdV0pPC84tpRgxOXqcK2rQMg-bXf6rvE=mo",5,"5","2023-01-22T05:10:42.968Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=88514159-2f2c-45bc-aac5-f4166a3770b8","Lovevit","N/A","N/A","1.1.5",0
"e7bdb137-6e2a-4ddc-92f4-6c6b978702cc","Derrick Alvarez","https://play-lh.googleusercontent.com/a/AGNmyxaMVNbq3mcx2gsBETEIJn_pdZ2ExT7-dAQIbF6u=mo",5,"5","2023-01-16T21:19:47.292Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=e7bdb137-6e2a-4ddc-92f4-6c6b978702cc","This app is fun","N/A","N/A","1.1.5",0
"544c6cf1-29fe-4cf0-9d2b-fff002907ff2","nicole andrews","https://play-lh.googleusercontent.com/a/AGNmyxbFEyM8oRX5HfVA3dDzaf9vvKwXHDY8khqlgQVu=mo",5,"5","2023-01-15T21:00:50.213Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=544c6cf1-29fe-4cf0-9d2b-fff002907ff2","Best pvp game ever","N/A","N/A","1.1.5",0
"38d71ed4-f1c2-4ec0-8c83-6652223272f6","Jayden Clay","https://play-lh.googleusercontent.com/a/AGNmyxaFM3HuoiCooxpNpE7FjJxA_mC03Ag6eXfGxUMg=mo",5,"5","2023-01-11T01:25:26.547Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=38d71ed4-f1c2-4ec0-8c83-6652223272f6","This is the best game 🎮 ever!","N/A","N/A","1.1.5",0
"c1125ee3-9a70-4856-aa92-40a862cd86f8","Egan Elaiyaraja","https://play-lh.googleusercontent.com/a/AGNmyxasMpFoMh4Oz3dt1kuTcvz_zQfCL5ooKbHAOJT_=mo",3,"3","2023-01-09T04:18:30.690Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=c1125ee3-9a70-4856-aa92-40a862cd86f8","Nice","N/A","N/A","1.1.5",0
"21e80091-1f8e-47ec-abae-602fc03ab637","Rey Isidro Katalbas","https://play-lh.googleusercontent.com/a/AGNmyxZg0ChlZMUDFfD2jrl__vIBEBCNXCJSSjwvHq_z=mo",5,"5","2023-01-08T04:48:48.480Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=21e80091-1f8e-47ec-abae-602fc03ab637","Best","N/A","N/A","1.1.5",0
"dec680c6-c3d9-4356-8a83-9919bf9eb6b5","Montrece Ward","https://play-lh.googleusercontent.com/a/AGNmyxarAnvr0VBZ2q3rNwZLGLWen1IdIC_peWHBPz55=mo",5,"5","2023-01-02T00:41:55.279Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=dec680c6-c3d9-4356-8a83-9919bf9eb6b5","SOOOOO FUNNNNNNNNNNNN!","N/A","N/A","1.1.5",0
"12a61a41-fa6f-49c7-9cee-000946eaa9d8","Angela Catalano","https://play-lh.googleusercontent.com/a/AGNmyxbUvXv3H0IufoARDhhcN33hO3dpaFtneQX-mc4q=mo",5,"5","2023-01-01T22:28:05.686Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=12a61a41-fa6f-49c7-9cee-000946eaa9d8","It is a very fun game.","N/A","N/A","1.1.5",0
"e04d4346-d01d-4046-8158-7a04ddc51f5c","Avery Cortes","https://play-lh.googleusercontent.com/a-/ACB-R5Rb5NcUVn6LkYzqPl2ah43mU9M9igm3yh_etVItCw",5,"5","2023-01-01T09:05:59.152Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=e04d4346-d01d-4046-8158-7a04ddc51f5c","Think about toy story but they are at war with other toys","N/A","N/A","1.1.5",0
"97e821da-e39b-47e1-819e-407b073be400","Cueto Family","https://play-lh.googleusercontent.com/a-/ACB-R5QxFKem9UDKihyuwmDW2FmZi5nCkusvYfBP5iRt",5,"5","2022-12-31T07:26:05.612Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=97e821da-e39b-47e1-819e-407b073be400","Cool game","N/A","N/A","1.1.5",0
"18bd5fb7-d271-4451-aca9-4cc2baf03d0a","Kanakadharan.p kanaka","https://play-lh.googleusercontent.com/a/AGNmyxa57gymKMB4tgsQEp_E1DMy_m5iiIKAkn7IycRb=mo",5,"5","2022-12-30T05:33:00.130Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=18bd5fb7-d271-4451-aca9-4cc2baf03d0a","Better game to play","N/A","N/A","1.1.5",0
"9e175c19-ce5b-4eab-a2cb-663e781760bb","Ko Myo","https://play-lh.googleusercontent.com/a/AGNmyxYGqqp0oafsX9gn-gX4qHAvdUpx0BuiYf51Fglv=mo",5,"5","2022-12-28T00:28:48.901Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=9e175c19-ce5b-4eab-a2cb-663e781760bb","Wow game is nice","N/A","N/A","1.1.5",0
"1b0fa241-bc5c-48a4-81d8-6626cc63324b","Nandita Anand","https://play-lh.googleusercontent.com/a/AGNmyxakSD7iuWVjOX88qSIVHHbpuae0VYu6Ck5FauS8=mo",5,"5","2022-12-27T17:41:40.884Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=1b0fa241-bc5c-48a4-81d8-6626cc63324b","This is so amazing","N/A","N/A","1.1.5",0
"e3fa12c0-6284-41f8-9d95-33cef818be9a","Neil Macinas","https://play-lh.googleusercontent.com/a/AGNmyxavNPVHyhJ3EfNN6evIyI2QvX6VHICZtizFmn32=mo",5,"5","2022-12-11T13:43:43.434Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=e3fa12c0-6284-41f8-9d95-33cef818be9a","My next hopes are adding new toys and why not skins why not add an angry bjrd or sonic and for the next update can we search the map thanks this is my review and unlimited out of 10 peace","N/A","N/A","1.1.5",0
"548cbac7-9b20-4756-a66b-f09a6ba7a12a","BJ Brooks","https://play-lh.googleusercontent.com/a/AGNmyxY5pL6Db258d5NZdCjRmlfHs0ymiJanvI8jHxwm=mo",5,"5","2022-12-10T20:22:02.540Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=548cbac7-9b20-4756-a66b-f09a6ba7a12a","It is cool","N/A","N/A","1.1.5",0
"0a6b4d7a-43e4-442f-a28b-a7746bee872c","Monkey Gamer","https://play-lh.googleusercontent.com/a/AGNmyxYw5FJ07OpI_3MtlfB_RxCa266UTMXZm56aFR_Q=mo",5,"5","2022-12-05T23:25:40.628Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=0a6b4d7a-43e4-442f-a28b-a7746bee872c","Yo friends I know you hate ads but no ads then not things you to play some have ads and some movies ofc and I saw a video that whit not ads will be bad I know you like ads no ads will be bad.","N/A","N/A","1.1.5",0
"0f6dd4e3-1eb5-45ec-ac63-e4241979da43","Omar Shanum","https://play-lh.googleusercontent.com/a/AGNmyxb8tYITKYbyEqYm7PXwXtA_d9AXDeD5_KWTaYow=mo",4,"4","2022-12-02T07:26:09.537Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=0f6dd4e3-1eb5-45ec-ac63-e4241979da43","This game are so cool","N/A","N/A","1.1.5",0
"c661cf4f-0600-4d67-9b57-41417a449334","HezAerylAdhan Md Khairi","https://play-lh.googleusercontent.com/a/AGNmyxYIAGsSFLJIN1ZMPM4Fmgf5ZKMd3k9Mpz8po6Ww=mo",5,"5","2022-11-22T08:36:13.800Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=c661cf4f-0600-4d67-9b57-41417a449334","Game asome","N/A","N/A","1.1.5",0
"767a73f8-425d-4319-8928-64d0ed968cc8","Kelvin Emmanuel","https://play-lh.googleusercontent.com/a/AGNmyxYD6WhKJLqoDjdM34bMmuOvhTZLZFnlbBky2nxG=mo",5,"5","2022-11-18T13:40:13.139Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=767a73f8-425d-4319-8928-64d0ed968cc8","This game is awsome!!!","N/A","N/A","1.1.5",0
"312b8880-6d06-4e68-9c04-72c4f567fa1c","Kaeson MacAuley","https://play-lh.googleusercontent.com/a/AGNmyxbkTek03LGZ4Ov337fG3kFXGit9F40ct1lyevgC=mo",5,"5","2022-11-17T21:23:46.929Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=312b8880-6d06-4e68-9c04-72c4f567fa1c","This is so awesome 👌👏","N/A","N/A","1.1.5",0
"7f06711f-dded-47d2-a915-a840d048ffb0","SAKIN GAMING","https://play-lh.googleusercontent.com/a-/ACB-R5SKrqN8lytcunaXU5cBok_MJiKwmRU5XwkgOrjT",5,"5","2022-11-13T17:40:53.226Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=7f06711f-dded-47d2-a915-a840d048ffb0","The game is very good","N/A","N/A","1.1.5",0
